Epoch,Accuracy,Loss
1,87.35,0.0077464777456883
2,92.46,0.0041692133258598
3,93.78,0.0032868051426843
4,93.87,0.0029734265061471
5,96.15,0.0020487787069914
6,96.72,0.0017954507359088
7,96.06,0.0020164173944906
8,96.3,0.0017573358373528
9,96.69,0.0017168576249297
10,97.48,0.0014377600138966
11,97.39,0.0014127275482258
12,97.06,0.0014356146622538
13,97.66,0.001199246062662
14,97.78,0.0011869779986087
