Epoch,Accuracy,Loss
1,87.26,0.0080018655146257
2,92.43,0.0042282001030308
3,94.23,0.0031258942639956
4,95.22,0.0026453517829605
5,95.43,0.0023945837187616
6,96.78,0.0017450374098888
7,95.79,0.0020398227464353
8,96.78,0.0015909426421365
9,96.36,0.0017385412194506
10,96.69,0.0015474893270248
11,97.06,0.0015349605030048
12,97.3,0.0014171250063205
13,97.78,0.0011084720737506
14,97.48,0.0013295070572124
