Epoch,Accuracy,Loss
1,87.08,0.0076091993474759
2,92.43,0.0042650656317933
3,94.2,0.0033486327290749
4,94.26,0.0028926586371828
5,95.7,0.0022667511713314
6,96.21,0.0019676139558074
7,96.88,0.0017048650412247
8,96.75,0.0016882720161587
9,96.78,0.0014858311808963
10,96.84,0.0016155570645843
11,96.91,0.0016141386393148
12,97.03,0.0015051290681115
13,97.57,0.0012705551444714
14,97.27,0.0014357186037859
